id,title,date,guid,name,objectType,physicalDescription,place,setName,topic
ld1-1643398986850-1643398997598-0,Bottle,1705,http://n2t.net/ark:/65665/ng49ca746a8-75e7-704b-e053-15f76fa0b4fa,,"['bottle', 'Flask']","['ceramic (overall material)', 'overall: 24.5 cm x 17.5 cm; 9 5/8 in x 6 7/8 in']",['Italy'],"['Medicine and Science: Medicine', 'Health & Medicine', 'European Apothecary', 'Art']",['Pharmacy']
ld1-1643399414441-1643399462708-0,Arseniate De Soude,,http://n2t.net/ark:/65665/ng49ca746a5-5ce6-704b-e053-15f76fa0b4fa,"['Chanteaud, C. H.']","['pharmaceutical', 'Pharmaceuticals; Drugs; Non-Liquid']",['overall: 2 in x 1/4 in; x 5.08 cm x .635 cm'],,['Medicine and Science: Medicine'],
ld1-1643398775873-1643398788857-0,"NDR-268A (Thalidomide ), 25 mg. 60 Tablets",,http://n2t.net/ark:/65665/ng49ca746a5-552a-704b-e053-15f76fa0b4fa,['National Drug Company'],"['Ndr-268a, 25Mg', 'pharmaceutical', 'Ndr-268a, 25Mg; Pharmaceuticals; Drugs; Non-Liquid']",['overall: 2 1/2 in x 1 1/2 in; 6.35 cm x 3.81 cm'],"['United States: Pennsylvania, Philadelphia']",['Medicine and Science: Medicine'],
ld1-1643399414441-1643399436342-0,Nitroglycerin Compound,,http://n2t.net/ark:/65665/ng49ca746aa-4d46-704b-e053-15f76fa0b4fa,['Sharp and Dohme'],"['pharmaceutical', 'Non-Liquid; Pharmaceuticals; Drugs']","['nitroclycerin, 1-200 gr. (overall active ingredients)', 'strychnine, 1-60 gr. (overall active ingredients)', 'fl. extr. digitalis, 1 min. (overall active ingredients)', 'iron reduced, 1 gr. (overall active ingredients)', 'tinct. strophanthus, 3 min (overall active ingredients)', 'overall: 7 cm x 3 cm x 1.5 cm; 2 3/4 in x 1 3/16 in x 9/16 in', 'overall: 2 3/4 in x 1 1/8 in x 3/4 in; 6.985 cm x 2.8575 cm x 1.905 cm']","['United States: Maryland, Baltimore']",['Medicine and Science: Medicine'],
ld1-1643399055209-1643399105411-0,Watermelon Frost,1988,http://n2t.net/ark:/65665/ng49ca746a9-bba5-704b-e053-15f76fa0b4fa,,"['Patent Medicine', 'Patent Medicine; Pharmaceuticals']","['chinese rhizome (overall material)', 'green pigment (overall material)', 'mu han fruit (overall material)', 'guangdou root (overall material)', 'green (overall color)', 'white (overall color)', 'gold (overall color)', 'black (overall color)', 'overll: 9 cm x 2.9 cm; 3 9/16 in x 1 1/8 in']",,['Medicine and Science: Pharmacy'],
ld1-1643399414441-1643399469243-0,"Iodex, Physician's Sample",,http://n2t.net/ark:/65665/ng49ca746a5-9975-704b-e053-15f76fa0b4fa,"['Menley and James, Ltd.']","['pharmaceutical', 'Drugs; Non-Liquid']","['box: 2 in x 2 in x 5/8 in; 5.08 cm x 5.08 cm x 1.5875 cm', 'tin: 1/2 in x 1 3/4 in; 1.27 cm x 4.445 cm']",,['Medicine and Science: Medicine'],
ld1-1643399055209-1643399096279-2,Spigelia 30x,,http://n2t.net/ark:/65665/ng49ca746ad-6134-704b-e053-15f76fa0b4fa,,"['Homeopathic Preparation, Bottle of', 'Homeopathic Preparation, Bottle of; Pharmaceutical; Pellets']",['overall: 4.7 cm x 1.3 cm; 1 27/32 in x 1/2 in'],,['Medicine and Science: Medicine'],
ld1-1643398986850-1643398997985-0,Rad. Squilla,,http://n2t.net/ark:/65665/ng49ca746ad-f4b3-704b-e053-15f76fa0b4fa,,['drug jar'],"['glass (overall material)', 'paper (overall material)', 'overall: 2 1/8 in x 1 5/8 in; 5.3975 cm x 4.1275 cm']",,"['Medicine and Science: Medicine', 'Art']",['Pharmacy']
ld1-1643399414441-1643399443923-0,Dr. Thacher's Senna Laxative Syrup,ca 1940,http://n2t.net/ark:/65665/ng49ca746a5-6033-704b-e053-15f76fa0b4fa,['Allied Drug Products Company'],"['otc preparation', 'Pharmaceuticals; Drugs; Liquid']","['senna extractive (drug active ingredients)', 'methyl salicylate (drug active ingredients)', 'box: 6 1/2 in x 2 7/8 in x 1 3/8 in; 16.51 cm x 7.3025 cm x 3.4925 cm', 'bottle: 6 1/4 in x 2 5/8 in x 1 1/4 in; 15.875 cm x 6.6675 cm x 3.175 cm']","['United States: Tennessee, Chattanooga']","['Medicine and Science: Medicine', 'Health & Medicine', 'Balm of America']",['Laxatives']
ld1-1643398775873-1643398779920-0,Eff-Plus Capsules,ca 1962,http://n2t.net/ark:/65665/ng49ca746a5-7b74-704b-e053-15f76fa0b4fa,,"['vitamin product', 'Vitamins; Pharmaceuticals; Drugs; Non-Liquid']",['overall: 3 in x 2 3/8 in x 2 3/8 in; 7.62 cm x 6.0325 cm x 6.0325 cm'],,['Medicine and Science: Medicine'],
ld1-1643399414441-1643399436376-1,Bayer Aspirin,ca 1913,http://n2t.net/ark:/65665/ng49ca746a5-4ffe-704b-e053-15f76fa0b4fa,['Bayer Company'],"['pharmaceutical', 'Aspirin; Patent Medicines; Drugs; Non-Liquid']","['acetylsalicylic acid (drug active ingredient)', 'overall: 2 3/4 in x 1 1/2 in x 1 1/2 in; 6.985 cm x 3.81 cm x 3.81 cm']",,"['Medicine and Science: Medicine', 'Health & Medicine', 'American Enterprise', 'American Enterprise', 'National Museum of American History']",
ld1-1643398775873-1643398778283-0,Compressed Pills,ca 1881,http://n2t.net/ark:/65665/ng49ca746a5-58e7-704b-e053-15f76fa0b4fa,['W. H. Schieffelin and Company'],"['Tablets', 'pharmaceutical', 'pharmaceutical, dosage form', 'tablets', 'Tablets; Dosage Forms; Drugs; Non-Liquid']","['overall: 7 in x 3 in; 17.78 cm x 7.62 cm', 'overall: 7 in x 2.9375 cm; 17.78 cm x 1 3/16 in']",,['Medicine and Science: Medicine'],
ld1-1643399055209-1643399105323-1,Bezoar Chest Functioning Pills,1988,http://n2t.net/ark:/65665/ng49ca746a9-c5a2-704b-e053-15f76fa0b4fa,,"['Patent Medicine', 'otc preparation', 'Patent Medicine; Pharmaceutical; Pills']","['caulculis bovis (20%) (overall material)', 'honey (15%) (overall material)', 'radix curcumae (15%) (overall material)', 'comu rhinoceri (20%) (overall material)', 'olive green (overall color)', 'turquoise (overall color)', 'overall: 3.8 cm x 5.5 cm x 5 cm; 1 1/2 in x 2 3/16 in x 1 15/16 in']",,"['Medicine and Science: Pharmacy', 'Balm of America']",
ld1-1643399055209-1643399080582-0,"Ocusol Eyedrops, 1/2 Oz",ca 1969,http://n2t.net/ark:/65665/ng49ca746ab-9236-704b-e053-15f76fa0b4fa,['Norwich Pharmacal Company'],"['otc preparation', '?; Patent Medicines; Drugs']",['overall: 5 1/8 in x 2 1/2 in x 1 in; 13.0175 cm x 6.35 cm x 2.54 cm'],"['United States: New York, Norwich']","['Medicine and Science: Medicine', 'Balm of America']",
ld1-1643398775873-1643398784227-0,"Olive Oil, For annoiting the infant",,http://n2t.net/ark:/65665/ng49ca746a8-72c4-704b-e053-15f76fa0b4fa,['Johnson and Johnson'],"['pharmaceutical', 'Patent Medicines; Drugs; Liquid']",['overall: 5 5/8 in x 2 1/2 in x 1 5/8 in; 14.2875 cm x 6.35 cm x 4.1275 cm'],"['United States: New Jersey, New Brunswick']",['Medicine and Science: Medicine'],
ld1-1643399055209-1643399105402-0,Hazeline Snow,1988,http://n2t.net/ark:/65665/ng49ca746a9-c0b8-704b-e053-15f76fa0b4fa,['Burroughs Wellcome and Company'],"['Patent Medicine', 'Patent Medicine; Pharmaceutical; Cream']","['beige (overall color)', 'blue (overall color)', 'white (overall color)', 'overall: 7.4 cm x 4.9 cm; 2 15/16 in x 1 15/16 in']","['United Kingdom: England, London']",['Medicine and Science: Pharmacy'],
ld1-1643399055209-1643399080544-0,Amolin - The Personal Deodorant Powder,ca 1943,http://n2t.net/ark:/65665/ng49ca746a5-89f8-704b-e053-15f76fa0b4fa,['Norwich Pharmacal Company'],"['personal hygiene product', 'powder, body, foot, deodorant', '?; Deodorant Powder; Patent Medicines; Drugs']",['overall: 4 3/4 in x 1 3/4 in; 12.065 cm x 4.445 cm'],"['United States: New York, Norwich']","['Medicine and Science: Medicine', 'Health & Medicine', 'Beauty and Hygiene Products: Feet', 'Beauty and Hygiene Products: Alleviating Odor', 'Beauty and Health']",
ld1-1643398986850-1643398997599-0,syrup jar,1705,http://n2t.net/ark:/65665/ng49ca746aa-4525-704b-e053-15f76fa0b4fa,,"['Jar', 'syrup jar', 'Jar; Pharmaceutical Container']","['ceramic (overall material)', 'overall: 21.5 cm x 17 cm x 20 cm; 8 7/16 in x 6 11/16 in x 7 7/8 in']",['Italy'],"['Medicine and Science: Medicine', 'Art']",['Pharmacy']
ld1-1643398986850-1643398997838-0,Florentine Bottle,17th-18th century,http://n2t.net/ark:/65665/ng49ca746b3-39ab-704b-e053-15f76fa0b4fa,,['bottle'],"['glass (overall material)', 'overall: 10.8 cm x 10 cm x 7.7 cm; 4 1/4 in x 3 15/16 in x 3 1/32 in']",,"['Medicine and Science: Medicine', 'Health & Medicine', 'European Apothecary', 'Art']","['Pharmacy', 'Chemistry']"
ld1-1643399055209-1643399096245-1,Opium 1000,,http://n2t.net/ark:/65665/ng49ca746ad-7265-704b-e053-15f76fa0b4fa,,"['Homeopathic Preparation, Bottle of', 'Homeopathic Preparation, Bottle of; Pharmaceutical; Pellets']",['overall: 4.7 cm x 1.3 cm; 1 27/32 in x 1/2 in'],,['Medicine and Science: Medicine'],
ld1-1643399486815-1643399531388-0,"Creosote Carbonate, Globules",,http://n2t.net/ark:/65665/ng49ca746a5-765f-704b-e053-15f76fa0b4fa,,"['Capsules, Hard Gelatin', 'pharmaceutical', 'pharmaceutical dosage form, globules', 'Capsules, Hard Gelatin; Dosage Forms; Drugs; Non-Liquid']","['amber (overall popular color name)', 'overall: 5 3/8 in x 1 3/4 in x 1 3/4 in; 13.6525 cm x 4.445 cm x 4.445 cm']",,['Medicine and Science: Medicine'],
ld1-1643399055209-1643399096218-0,Spastosed,,http://n2t.net/ark:/65665/ng49ca746a9-7c28-704b-e053-15f76fa0b4fa,,"['Pharmaceutical Preparation, Bottle', 'Pharmaceutical Preparation, Bottle; Pharmaceutical; Compressed Tablets']","['magnesium carbonate (overall material)', 'yellow (overall color)', 'phenobarbital (overall material)', 'atropine sulfate (overall material)', 'calcium carbonate (overall material)', 'overall: 21 cm x 8.2 cm x 5.1 cm; 8 9/32 in x 3 7/32 in x 2 in']","['United States: Illinois, Chicago']",['Medicine and Science: Medicine'],
ld1-1643398775873-1643398784767-0,"Antitetanic Serum, U.S.P. (Serum Antitetanicum)",ca 1920,http://n2t.net/ark:/65665/ng49ca746a5-610c-704b-e053-15f76fa0b4fa,['H. K. Mulford Company'],"['biological', 'antitoxin, tetanus', 'Antitetanic Serum; pharmaceutical; Sera; Biologicals; Drugs; Liquid']","['paper (container material)', 'glass (container material)', 'overall: 5 3/8 in x 1 3/4 in x 1 3/4 in; 13.6525 cm x 4.445 cm x 4.445 cm']","['United States: Pennsylvania, Philadelphia']","['Medicine and Science: Medicine', 'Health & Medicine', 'The Antibody Initiative', 'Antibody Initiative: Tetanus', 'Modern Medicine and the Great War']",
ld1-1643398986850-1643398997623-0,U Agrim,18th century,http://n2t.net/ark:/65665/ng49ca746a8-8004-704b-e053-15f76fa0b4fa,,['bottle'],"['ceramic (overall material)', 'overall: 9 5/8 in x 5 1/2 in; 24.4475 cm x 13.97 cm']","['Italy: Liguria, Savona']","['Medicine and Science: Medicine', 'Health & Medicine', 'European Apothecary', 'Art']",['Pharmacy']
ld1-1643399055209-1643399080626-0,"Aspirin, 5 Gr, U S P, 100 Tablets",ca 1952,http://n2t.net/ark:/65665/ng49ca746a5-770b-704b-e053-15f76fa0b4fa,,"['otc preparation', '?; Aspirin; Drugs']",['overall: 3 7/8 in x 2 in x 1 1/8 in; 9.8425 cm x 5.08 cm x 2.8575 cm'],"['United States: New York, Norwich']","['Medicine and Science: Medicine', 'Balm of America']",
ld1-1643399055209-1643399096315-1,Kreosote 30x,,http://n2t.net/ark:/65665/ng49ca746ad-613e-704b-e053-15f76fa0b4fa,,"['Homeopathic Preparation, Bottle of', 'Homeopathic Preparation, Bottle of; Pharmaceutical; Pellets']",['overall: 4.7 cm x 1.3 cm; 1 27/32 in x 1/2 in'],,['Medicine and Science: Medicine'],
ld1-1643398775873-1643398786498-1,Thio-Bismol,,http://n2t.net/ark:/65665/ng49ca746a5-46f9-704b-e053-15f76fa0b4fa,"['Parke, Davis and Company']","['Sodium Bismuth Thio-Glycollate', 'pharmaceutical', 'Sodium Bismuth Thio-Glycollate; Pharmaceuticals; Drugs; Liquid']","['box: 3 3/8 in x 4 in x 2 1/8 in; 8.5725 cm x 10.16 cm x 5.3975 cm', 'vial: 3 1/4 in x 1 3/8 in; 8.255 cm x 3.4925 cm', 'ampule, each: 2 3/8 in x 1/2 in; 6.0325 cm x 1.27 cm']","['United States: Michigan, Detroit']",['Medicine and Science: Medicine'],
ld1-1643399414441-1643399469244-1,Creamalin,,http://n2t.net/ark:/65665/ng49ca746a5-7dd4-704b-e053-15f76fa0b4fa,"['Alba Pharmaceutical Company, Inc.']","['pharmaceutical', 'otc preparation', 'Drugs; Non-Liquid']",['overall: 3 1/4 in x 3/4 in; 8.255 cm x 1.905 cm'],,"['Medicine and Science: Medicine', 'Balm of America']",
ld1-1643399414441-1643399463291-0,"Sanguinaria, Fluid Extract",,http://n2t.net/ark:/65665/ng49ca746a5-47a1-704b-e053-15f76fa0b4fa,"['Parke, Davis and Company']","['Sanguinaria, Fluid Extract', 'pharmaceutical', 'Sanguinaria, Fluid Extract; Pharmaceuticals; Drugs; Liquid']",['overall: 5 in x 1 7/8 in; 12.7 cm x 4.7625 cm'],"['United States: Michigan, Detroit']",['Medicine and Science: Medicine'],
ld1-1643398986850-1643398997637-0,Measure Jar,,http://n2t.net/ark:/65665/ng49ca746a8-9164-704b-e053-15f76fa0b4fa,,"['measure', 'measure, pitcher']","['ceramic (overall material)', 'overall: 8.5 cm x 9.3 cm x 12 cm; 3 11/32 in x 3 21/32 in x 4 23/32 in', 'overall: 3 1/4 in x 4 5/8 in x 4 in; 8.255 cm x 11.7475 cm x 10.16 cm']",,"['Medicine and Science: Medicine', 'Health & Medicine', 'European Apothecary', 'Art']",['Pharmacy']
ld1-1643398986850-1643398997176-0,Mortar,ca 16th century,http://n2t.net/ark:/65665/ng49ca746ab-b6d3-704b-e053-15f76fa0b4fa,,"['mortar', 'mortar; MANUFACTURING & DISPENSING EQUIP.']","['bronze (overall material)', 'paint (overall material)', 'gothic (overall style)', 'overall: 12.4 cm x 15.6 cm; 4 7/8 in x 6 1/8 in']","['Spain', 'Spain']","['Medicine and Science: Medicine', 'European Apothecary', 'Art']",['Pharmacy']
ld1-1643399055209-1643399096234-1,Apis mellitica,,http://n2t.net/ark:/65665/ng49ca746ad-71f8-704b-e053-15f76fa0b4fa,,"['Homeopathic Preparation, Bottle of', 'Homeopathic Preparation, Bottle of; Pharmaceutical; Pellets']",['overall: 4.7 cm x 1.3 cm; 1 27/32 in x 1/2 in'],,['Medicine and Science: Medicine'],
ld1-1643398986850-1643398998049-1,"Prescription Label, Adler Apotheke von F. W. Weber",ca 1840,http://n2t.net/ark:/65665/ng49ca746ad-1a05-704b-e053-15f76fa0b4fa,,['prescription label'],"['paper (overall material)', 'ink (overall material)', 'overall: 16.4 cm x 5.5 cm; 6 7/16 in x 2 3/16 in']",,"['Medicine and Science: Medicine', 'European Apothecary', 'Religion', 'Art']",['Pharmacy']
ld1-1643398775873-1643398784761-1,Cream of Tartar Crystals,1919,http://n2t.net/ark:/65665/ng49ca746a5-5eae-704b-e053-15f76fa0b4fa,['Charles Pfizer and Company'],"['Pharmaceutical', 'pharmaceutical', 'Potassium Bitartrate, Crystals; Pharmaceutical; Pharmaceuticals; Drugs; Non-Liquid']",['overall: 4 5/8 in x 2 1/4 in; 11.7475 cm x 5.715 cm'],"['United States: New York, New York City']",['Medicine and Science: Medicine'],
ld1-1643398986850-1643398997302-0,ESS ASAR,18th century,http://n2t.net/ark:/65665/ng49ca746a8-772c-704b-e053-15f76fa0b4fa,,"['bottle', 'bottle; PHARMACEUTICAL CONTAINER']","['glass (overall material)', 'paint (overall material)', 'overall: 14.8 cm x 7.5 cm; 5 13/16 in x 2 15/16 in']",,"['Medicine and Science: Medicine', 'European Apothecary', 'Health & Medicine', 'Art']",['Pharmacy']
ld1-1643398986850-1643399006760-0,Balm of Tulips,,http://n2t.net/ark:/65665/ng49ca746a9-d6ce-704b-e053-15f76fa0b4fa,,"['otc preparation', 'Patent Medicine; Pharmaceutical']","['white (overall color)', 'green (overall color)', 'orange (overall color)', 'gold (overall color)', 'blue (overall color)', 'overall: 3 1/4 in x 2 in x 7 3/4 in; 8.255 cm x 5.08 cm x 19.685 cm', 'bottles: 3 in x 1 in x 5/8 in; 7.62 cm x 2.54 cm x 1.5875 cm']","['United States: Maine, Dover-Foxcroft']","['Medicine and Science: Medicine', 'Health & Medicine', 'Beauty and Hygiene Products: Cure-alls', 'Beauty and Health', 'Balm of America']",
ld1-1643399055209-1643399096492-1,"Lachisis Helm.?, Cm",,http://n2t.net/ark:/65665/ng49ca746a9-775d-704b-e053-15f76fa0b4fa,,"['Homeopathic Preparation, Vial of', 'Homeopathic Preparation, Vial of; Pharmaceutical; Pellets']","['snake (overall material)', 'beige (overall color)', 'overall: 5.9 cm x 1.6 cm; 2 5/16 in x 5/8 in']",,['Medicine and Science: Medicine'],
ld1-1643398986850-1643398998095-1,"Prescription Label, Apotheke in Siegenvon Eduard Polthoff",,http://n2t.net/ark:/65665/ng49ca746ad-29e4-704b-e053-15f76fa0b4fa,,['prescription label'],,,"['Medicine and Science: Medicine', 'European Apothecary', 'Religion', 'Art']",['Pharmacy']
ld1-1643399414441-1643399469274-0,Coramine,,http://n2t.net/ark:/65665/ng49ca746a5-95ca-704b-e053-15f76fa0b4fa,,"['pharmaceutical', 'Pharmaceuticals; Drugs; Liquid']","['box: 3 in x 4 1/2 in x 1 3/8 in; 7.62 cm x 11.43 cm x 3.4925 cm', 'bottle: 2 7/8 in x 1 in; 7.3025 cm x 2.54 cm']",,['Medicine and Science: Medicine'],
ld1-1643399486815-1643399532762-0,Hemogenol Laboratoires Dausse,,http://n2t.net/ark:/65665/ng49ca746a5-5fb0-704b-e053-15f76fa0b4fa,,"['pharmaceutical', 'Pharmaceuticals; Drugs']",['overall: 1 3/8 in x 6 3/8 in x 2 in; 3.4925 cm x 16.1925 cm x 5.08 cm'],"['France: Île-de-France, Paris']",['Medicine and Science: Medicine'],
ld1-1643399414441-1643399471816-0,Atropine sulfate,,http://n2t.net/ark:/65665/ng49ca746a5-8677-704b-e053-15f76fa0b4fa,['Eli Lilly and Company'],"['Atropine Sulfate', 'pharmaceutical', 'Atropine Sulfate; Patent Medicines; Drugs; Non-Liquid']",['overall: 2 in x 1 1/4 in x 1 3/8 in; 5.08 cm x 3.175 cm x 3.4925 cm'],"['United States: Indiana, Indianapolis']",['Medicine and Science: Medicine'],
ld1-1643399055209-1643399105382-0,Capsulae Amoxicillin,1988,http://n2t.net/ark:/65665/ng49ca746a9-c2b3-704b-e053-15f76fa0b4fa,,"['Biologicals, Box of', 'Biologicals, Box of; Pharmaceutical; Antibiotics; Capsules']","['amoxicillin (overall material)', 'blue (overall color)', 'white (overall color)', 'black (overall color)', 'orange (overall color)', 'overall: 1 cm x 10.2 cm x 4.3 cm; 3/8 in x 4 in x 1 11/16 in']",['China'],['Medicine and Science: Pharmacy'],
ld1-1643399486815-1643399519238-1,Nitrate of Soda,,http://n2t.net/ark:/65665/ng49ca746a5-42ad-704b-e053-15f76fa0b4fa,,"['Nitrate of Soda', 'pharmaceutical', 'Nitrate of Soda; Pharmaceuticals; Drugs; Non-Liquid']",['overall: 8 1/4 in x 2 3/4 in; 20.955 cm x 6.985 cm'],,['Medicine and Science: Medicine'],
ld1-1643398986850-1643398997346-0,AQ MENTH PIPER,18th century,http://n2t.net/ark:/65665/ng49ca746aa-a627-704b-e053-15f76fa0b4fa,,"['bottle', 'bottle; Pharmaceutical Container']","['glass (overall material)', 'paint (overall material)', 'overall: 16.4 cm x 7.6 cm x 7.6 cm; 6 15/32 in x 3 in x 3 in']",,"['Medicine and Science: Medicine', 'European Apothecary', 'Health & Medicine', 'Art']",['Pharmacy']
ld1-1643398986850-1643398997143-0,Paracelsus,,http://n2t.net/ark:/65665/ng49ca746a8-7535-704b-e053-15f76fa0b4fa,['Paracelsus'],"['print', 'print; ART OBJECTS']","['paper (overall material)', 'ink (overall material)', 'white (overall color)', 'black (overall color)', 'etching (overall production method/technique)', 'image: 14.2 cm x 11.1 cm; 5 9/16 in x 4 3/8 in', 'overall: 17.1 cm x 13.1 cm; 6 3/4 in x 5 3/16 in']",,"['Medicine and Science: Medicine', 'European Apothecary', 'Religion', 'Art']","['Portraits', 'Pharmacy']"
ld1-1643399414441-1643399443908-1,Arnica Tincture,,http://n2t.net/ark:/65665/ng49ca746a5-2acf-704b-e053-15f76fa0b4fa,,"['Arnica, Tincture', 'pharmaceutical', 'Arnica, Tincture; Pharmaceuticals; Drugs; Liquid']",['overall: 7 1/4 in x 3 in; 18.415 cm x 7.62 cm'],,['Medicine and Science: Medicine'],
ld1-1643398775873-1643398778488-0,Cane Sugar N. 70,1932,http://n2t.net/ark:/65665/ng49ca746a9-5b36-704b-e053-15f76fa0b4fa,['Boericke & Tafel'],"['Homeopathic Preparation, Bottle of', 'Homeopathic Preparation, Bottle of; Pharmaceutical; Pellet']",['overall: 13.8 cm x 4.3 cm x 4.3 cm; 5 7/16 in x 1 11/16 in x 1 11/16 in'],"['United States: Pennsylvania, Philadelphia']",['Medicine and Science: Medicine'],
ld1-1643399055209-1643399096457-2,"Graphites, 35M",,http://n2t.net/ark:/65665/ng49ca746a9-8f2d-704b-e053-15f76fa0b4fa,,"['Homeopathic Preparation, Vial of', 'Homeopathic Preparation, Vial of; Pharmaceutical; Pellets']","['black lead (overall material)', 'beige (overall color)', 'overall: 5.9 cm x 1.6 cm; 2 5/16 in x 5/8 in']",,['Medicine and Science: Medicine'],
ld1-1643398775873-1643398786946-0,S:E; MECON.,1700 - 1799,http://n2t.net/ark:/65665/ng49ca746aa-0a0f-704b-e053-15f76fa0b4fa,,"['Jar, Apothecary Ewer', 'jar, apothecary, ewer', 'Jar; Jar, Apothecary Ewer; Pharmaceutical Container; Syrup']","['ceramic (overall material)', 'blue (overall color)', 'overall: 8 in; 20.32 cm', 'overall: 7 3/4 in x 7 in x 6 1/4 in; 19.685 cm x 17.78 cm x 15.875 cm']","['United Kingdom: England, London, Lambeth']",['Medicine and Science: Medicine'],
ld1-1643398775873-1643398782598-1,"Guano Australis, 2 1/100",1850 - 1900,http://n2t.net/ark:/65665/ng49ca746a9-a032-704b-e053-15f76fa0b4fa,['Boericke & Tafel'],"['Homeopathic Preparation, Bottle of', 'homeopathic preparation, bottle of', 'Homeopathic Preparation, Bottle of; Pharmaceutical; Powder']","['glass (container material)', 'cork (container material)', 'paper (container material)', 'overall: 13.7 cm x 5 cm; 5 13/32 in x 1 31/32 in']","['United States: Pennsylvania, Philadelphia']",['Medicine and Science: Pharmacy'],
ld1-1643398775873-1643398782310-0,"Lunar Caustic U.S.P., Moulded Silver Nitrate",,http://n2t.net/ark:/65665/ng49ca746ad-9a67-704b-e053-15f76fa0b4fa,['Powers Weightman Rosengarten Company'],['pharmaceutical'],['overall: 4 1/4 in x 1 1/4 in; 10.795 cm x 3.175 cm'],"['United States: Pennsylvania, Philadelphia']",['Medicine and Science: Medicine'],
ld1-1643399414441-1643399469278-1,Carbex Bell,,http://n2t.net/ark:/65665/ng49ca746a5-9156-704b-e053-15f76fa0b4fa,,"['pharmaceutical', 'Pharmaceutical; Drugs; Non-Liquid']",['overall: 2 1/8 in x 2 1/8 in x 1/8 in; 5.3975 cm x 5.3975 cm x .3175 cm'],,['Medicine and Science: Medicine'],
ld1-1643398775873-1643398788042-0,Ethyl Chloride,,http://n2t.net/ark:/65665/ng49ca746a5-618e-704b-e053-15f76fa0b4fa,,"['Ethyl Chloride', 'anesthesia', 'ethyl chloride', 'pharmaceutical', 'Ethyl Chloride; Pharmaceuticals; Drugs']",['overall as stored: 1 1/2 in x 2 in x 7 in; 3.81 cm x 5.08 cm x 17.78 cm'],,['Medicine and Science: Medicine'],
ld1-1643398775873-1643398784310-2,Phemerol,,http://n2t.net/ark:/65665/ng49ca746b4-5ed9-704b-e053-15f76fa0b4fa,,['pharmaceutical'],['overall: 3 1/2 in x 1 1/4 in; 8.89 cm x 3.175 cm'],,['Medicine and Science: Medicine'],
ld1-1643398986850-1643398998155-0,"Prescription Label, Apotheke von A. Sievers in Cassel",,http://n2t.net/ark:/65665/ng49ca746b2-9a48-704b-e053-15f76fa0b4fa,,['prescription label'],,,"['Medicine and Science: Medicine', 'European Apothecary', 'Religion', 'Art']",['Pharmacy']
ld1-1643399055209-1643399096315-0,Laurocerasus 30x,,http://n2t.net/ark:/65665/ng49ca746ad-613d-704b-e053-15f76fa0b4fa,,"['Homeopathic Preparation, Bottle of', 'Homeopathic Preparation, Bottle of; Pharmaceutical; Pellets']",['overall: 4.7 cm x 1.3 cm; 1 27/32 in x 1/2 in'],,['Medicine and Science: Medicine'],
ld1-1643398775873-1643398779264-1,"A Century devoted to the Conservation of Life 1845-1945; ""Ivyol,"" Poison Ivy Extract",1945,http://n2t.net/ark:/65665/ng49ca746b2-5f69-704b-e053-15f76fa0b4fa,['Sharp and Dohme'],"['advertisment, pharmaceutical', 'advertisement, pharmaceutical']","['paper (overall material)', 'overall: 30 cm x 22 cm; 11 13/16 in x 8 21/32 in']","['United States: Pennsylvania, Philadelphia']",['Medicine and Science: Medicine'],
ld1-1643398775873-1643398782823-1,Cepic Compound Tablets,1975,http://n2t.net/ark:/65665/ng49ca746a9-b3d4-704b-e053-15f76fa0b4fa,['Boericke & Tafel'],"['Homeopathic Preparation, Vial of', 'Homeopathic Preparation, Vial of; Pharmaceutical; Tablets']","['calomil 1/10 gr. (overall material)', 'euonymin 1/10 gr. (overall material)', 'podophyllin 1/10 gr. (overall material)', 'chelidonium 1/2 min. ... (overall material)', 'green (overall color)', 'overall: 11.5 cm x 2.4 cm; 4 17/32 in x 15/16 in']","['United States: Pennsylvania, Philadelphia']",['Medicine and Science: Medicine'],
ld1-1643399134763-1643399177156-0,Salophen (Brand of Phenetsal),ca. 1930,http://n2t.net/ark:/65665/ng49ca746aa-b02b-704b-e053-15f76fa0b4fa,['Winthrop Chemical Company'],"['Pharmaceutical', 'pharmaceutical']","['phenetsal (salicylic acid ester of acetyl para-amidophenol) (drug active ingredients)', 'paper (container material)', 'overall: 6 cm x 3.7 cm x 3.7 cm; 2 3/8 in x 1 7/16 in x 1 7/16 in', 'overall: 2 3/8 in x 1 1/2 in x 1 1/2 in; 6.0325 cm x 3.81 cm x 3.81 cm']","['United States: New York, New York City', 'Canada: Ontarian, Windsor']",['Medicine and Science: Medicine'],['Sterling Drug Collection']
ld1-1643398912743-1643398941160-2,"Rock, Hubert H. Humphrey, 1968",1968,http://n2t.net/ark:/65665/ng49ca746b2-9822-704b-e053-15f76fa0b4fa,,['rock'],['overall: 1 1/2 in x 3 1/32 in x 2 1/2 in; 3.81 cm x 7.6708 cm x 6.35 cm'],,"['Political History: Political History, Campaign Collection', 'Government, Politics, and Reform', 'American Democracy: A Great Leap of Faith', 'American Democracy', 'National Museum of American History']",['Political Campaigns']
