id,title,recordLink,media,freetext,indexedStructured,creditLine,date,notes,physicalDescription,object_type,topic
ld1-1643399134763-1643399189371-0,"Fire Helmet, ""Washington / 4""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05319', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05318', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05320', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05321', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05322', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05317']","{'creditLine': ['Gift of CIGNA Museum and Art Collection'], 'date': ['ca 1828'], 'name': ['Gratacap, Henry T.'], 'notes': ['The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.', 'This leather helmet was manufactured by Henry T. Gratacap of New York, New York in the mid 19th century. The helmet is painted red overall with its eight combs painted gold. A floral pattern is stamped into the brim of the hat, and the back brim has the date “1820” painted in black and gold. The back of the brim shows Gratacap’s maker’s stamp that reads “H.T. GRATACAP/143/Grand St. NY.” A metal eagle’s head serves as a frontpiece holder with a white leather frontpiece that reads “WASHINGTON/4/CPM.”', 'Currently not on view'], 'physicalDescription': ['leather (overall material)', 'orange (overall color)', 'overall: 14 3/4 in x 12 in; 37.465 cm x 30.48 cm'], 'place': ['United States']}","{'date': ['1820s'], 'object_type': ['Fire hats'], 'topic': ['Fire Helmets', 'Clothing and dress', 'Dress accessories', 'Firefighting Collection']}",Gift of CIGNA Museum and Art Collection,1820s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets
ld1-1643399134763-1643399189311-0,"Fire Helmet, ""Denver Hook & Ladder No.1""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05085', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05084', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05086', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05087', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05088', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05083']","{'creditLine': ['Gift of CIGNA Museum and Art collection'], 'date': ['ca 1847'], 'name': ['Nece, Robert'], 'notes': ['The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.', 'This leather fire helmet was made in the middle of the 19th century. The helmet is painted black with ivy-vine scrollwork around the rim. The initials “UF.” are painted in gold on the back of the hat and the date “1847” is painted in gold on the rear brim. The helmet’s frontpiece is painted black with the white number “1” and a hook and ladder crossed behind it in the center. The upper red banner reads “Denver” and the lower red banner lacks text.', 'Currently not on view'], 'physicalDescription': ['leather (overall material)', 'black (overall color)', 'overall: 15 1/4 in x 11 3/4 in; 38.735 cm x 29.845 cm']}","{'date': ['1840s'], 'object_type': ['Fire hats'], 'topic': ['Fire Helmets', 'Clothing and dress', 'Dress accessories', 'Firefighting Collection', 'Fire Fighting']}",Gift of CIGNA Museum and Art collection,1840s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets
ld1-1643399134763-1643399189333-0,"Fire Helmet, ""1st Asst. Engineer J.J.R.""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05171', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05170', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05172', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05173', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05169']","{'creditLine': ['Gift of CIGNA Muesum and Art collection'], 'date': ['19th century'], 'name': ['Anderson & Jones', 'Anderson & Jones'], 'notes': ['The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.', 'This leather fire helmet was made by Anderson & Jones of New York, New York around 1886. This helmet was likely presented to J.J. Rowe of Ossining, New York to commemorate his position as first assistant engineer in 1886. The leather helmet is painted white and has sixteen combs with a metal eagle frontpiece holder mounted on the crown. The hat’s brim has a stamped scrolled border, with two hydrants flanking a frontpiece shaped brass plate in the rear that bears the engraving “To J.J. Rowe, by Ossining Hose Company, 1886.” The leather frontpiece bears the text “1st ASS’T /ENGINEER/J.J.R.” and a painted image of spider-type hose reel in the center.', 'Currently not on view'], 'physicalDescription': ['leather (overall material)', 'paint (overall material)', 'white (overall color)', 'overall: 8 3/4 in x 14 1/2 in x 11 1/4 in; 22.225 cm x 36.83 cm x 28.575 cm'], 'place': ['United States']}","{'date': ['1900s'], 'object_type': ['Fire hats'], 'topic': ['Fire Helmets', 'Costume', 'Clothing and dress', 'Dress accessories', 'Firefighting Collection', 'Fire Fighting']}",Gift of CIGNA Muesum and Art collection,1900s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets
ld1-1643399134763-1643399189394-0,"Fire Helmet, ""S.G.""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05408', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05407', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05409', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05410', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05411', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05406']","{'creditLine': ['Gift of CIGNA Museum and Art Collection'], 'date': ['19th century'], 'name': ['Wilson, William H.'], 'notes': ['The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.', 'This hat was manufactured by William H. Wilson of New York, New York in the 19th century. The helmet has a frontpiece holder shaped in the form of a fox and displays the founding date of the company—“1845”—in gold lettering on the rear brim. The initials “SG” on the back of the crown represent the Spring Garden Hose No. 36 of Philadelphia, Pennsylvania. Founded in 1845, it operated until 1871 when Philadelphia’s paid firefighting department was established. The front crown displays stamped lettering that reads “JBT 36,” most likely representing the initials of the owner and his company number.', 'Currently not on view'], 'physicalDescription': ['leather (overall material)', 'overall: 9 in x 15 in; 22.86 cm x 38.1 cm'], 'place': ['United States']}","{'date': ['1900s'], 'object_type': ['Fire hats'], 'topic': ['Fire Helmets', 'Clothing and dress', 'Dress accessories', 'Firefighting Collection']}",Gift of CIGNA Museum and Art Collection,1900s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets
ld1-1643399134763-1643399189401-0,"Fire Helmet, ""Western Hose SFE Co. 26""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05440', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05439', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05441', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05438']","{'creditLine': ['Gift of CIGNA Museum and Art Collection'], 'date': ['ca 1860'], 'name': ['Cairns & Brother'], 'notes': ['The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.', 'This leather fire helmet was manufactured by Cairns & Brother of New York, New York around 1860. The helmet has eight combs and is painted black overall. An ivy-vine scrollwork pattern is stamped around the brim of the hat. A metal eagle’s head is attached to the crown of the helmet to serve as a frontpiece holder. The leather frontpiece reads “WESTERN / HOSE / 26 / SFE Co.” Founded in 1836 as the Western Hose Company No. 26 of Philadelphia, Pennsylvania, it acquired a steam fire engine in 1863 and operated as the Western Hose and Steam Fire Engine Company No.26 until their services were dispensed with by Common Council in September 14, 1867.', 'Currently not on view'], 'physicalDescription': ['leather (overall material)', 'overall: 8 in x 10 3/4 in x 14 in; 20.32 cm x 27.305 cm x 35.56 cm'], 'place': ['United States: New York, New York City']}","{'date': ['1860s'], 'object_type': ['Fire hats'], 'topic': ['Fire Helmets', 'Clothing and dress', 'Dress accessories', 'Firefighting Collection']}",Gift of CIGNA Museum and Art Collection,1860s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets
ld1-1643399134763-1643399189380-0,"Fire Helmet, ""Robert W. Chanler / Red Hook""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05353', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05351', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05352', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05350']","{'creditLine': ['Gift of CIGNA Museum and Art Collection'], 'date': ['late 19th century'], 'name': ['unknown'], 'notes': ['The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.', 'This leather fire helmet was dates to the early 20th century. The helmet was originally painted black, but paint has flaked off of the helmet. A scrolling pattern is stamped around the brim of the hat. A metal eagle’s head frontpiece holder is mounted on to the helmet’s crown, which holds a black stippled leather frontpiece. The frontpiece has a white “1” and hook and ladder in the center, with red banners above and below with white lettering that reads “ROBERT W CHANLER/RED HOOK”. The Robert W. Chanler Ladder Company was located in Red Hook, New York. The Chanler Family was very influential in the Red Hook area, owning the Rokeby estate in the hamlet of Barrytown. Robert Chanler served several years as a county sheriff and New York State Assemblyman in the early 20th century, while also making a name for himself as a painter.', 'Currently not on view'], 'physicalDescription': ['leather (overall material)', 'overall: 8 3/4 in x 10 1/2 in x 14 in; 22.225 cm x 26.67 cm x 35.56 cm'], 'place': ['United States']}","{'date': ['1900s'], 'object_type': ['Fire hats'], 'topic': ['Fire Helmets', 'Clothing and dress', 'Dress accessories', 'Firefighting Collection']}",Gift of CIGNA Museum and Art Collection,1900s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets
ld1-1643399887910-1643399892949-0,Figure in Oilskins at a Ship's Railing,https://collection.cooperhewitt.org/view/objects/asitem/id/18981,"['https://ids.si.edu/ids/deliveryService?id=CHSDM-18981_02-000001', 'https://ids.si.edu/ids/deliveryService?id=CHSDM-CEB3356D59D02-000001']","{'creditLine': ['Gift of Charles Savage Homer, Jr.'], 'date': ['ca. 1895'], 'name': ['Winslow Homer, American, 1836–1910'], 'notes': ['Research in Progress', ""Vertical view of a man in a hat and oilskins standing at a ship's railing, with a block and tackle at left.""], 'physicalDescription': ['Graphite on paper', 'Sheet: 16.8 x 11.1 cm (6 5/8 x 4 3/8 in.)'], 'place': ['USA']}","{'date': ['1890s'], 'object_type': ['Seascapes', 'Drawings']}","Gift of Charles Savage Homer, Jr.",1890s,Research in Progress,Graphite on paper,Seascapes,
ld1-1643399887910-1643399893806-1,Sketches of a Man's Head and Floating Iceberg,https://collection.cooperhewitt.org/view/objects/asitem/id/22005,"['https://ids.si.edu/ids/deliveryService?id=CHSDM-22005_02-000001', 'https://ids.si.edu/ids/deliveryService?id=CHSDM-37923C86B4682_001-000001']","{'creditLine': ['Gift of Louis P. Church'], 'date': ['1859'], 'name': ['Frederic Edwin Church, American, 1826–1900'], 'notes': ['Research in Progress', 'Sketchbook page with sketches and inscriptions. At bottom half, a floating iceberg with the word ""blue"" inscribed over the form and ""purple"" inscribed at the water. At lower left, a man\'s head shown in profile, wearing a hat. Inscriptions throughout.'], 'physicalDescription': ['Graphite on paper', '23.2 × 15.9 cm (9 1/8 × 6 1/4 in.)'], 'place': ['USA']}","{'date': ['1850s'], 'object_type': ['Seascapes', 'Drawings']}",Gift of Louis P. Church,1850s,Research in Progress,Graphite on paper,Seascapes,
ld1-1643399134763-1643399189301-0,"Fire Helmet, ""Columbia 5 A.H.""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05055', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05054', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05056', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05057', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05058', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05053']","{'creditLine': ['Gift of CIGNA Museum and Art Collection'], 'date': ['19th century'], 'name': ['John M. Migoed & Son', 'Cairns & Brother', 'Migeod Company'], 'notes': ['The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.', ""This leather fire helmet was made by Cairns & Brother of New York, New York in the 19th century. The leather frontpiece was made by John M. Migeod & Son of Philadelphia and added to the helmet at a later date. The red helmet has eight combs with the date “1830” painted in gold on the rear brim. The frontpiece is white with the text “COLUMBIA/5/AH” in raised letters on the front. The initials “AH” likely were the initials of the helmet’s owner. This helmet is one of the few red hats within the CIGNA collection. While helmet color could identify a firefighter's company rank and apparatus assignment, it was also an outcome of personal preference or the fire department's financial ability and willingness to buy more expensive helmets."", 'Currently not on view'], 'physicalDescription': ['leather (overall material)', 'red (part color)', 'green (part color)', 'overall: 7 1/2 in x 14 1/4 in x 10 in; 19.05 cm x 36.195 cm x 25.4 cm'], 'place': ['United States']}","{'date': ['1900s'], 'object_type': ['Fire hats'], 'topic': ['Fire Helmets', 'Clothing and dress', 'Dress accessories', 'Firefighting Collection', 'Fire Fighting']}",Gift of CIGNA Museum and Art Collection,1900s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets
ld1-1643399134763-1643399189384-0,"Fire Helmet, ""Liberty 7 Daniel Gregory""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05371', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05370', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05372', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05373', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05369']","{'creditLine': ['Gift of CIGNA Museum and Art Collection'], 'date': ['ca 1875'], 'name': ['Cairns & Brother'], 'notes': ['The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.', 'This leather fire helmet was manufactured by Cairns & Brother of New York, New York in the late 19th century. The 16 comb hat is painted black overall, with ivy vine scroll work stamped around the brim, and a two hoses flanking an inset metal frontpiece on the back of the brim. There is a metal frontpiece holder in the form of the fireman with a speaking trumpet to his mouth. The frontpiece is black leather with a red background and white lettering. The frontpiece reads “LIBERTY/7” in white leather and is signed “Daniel Gregory/Paterson, NJ” in the center. Gregory served as a member of several different Paterson Fire Companies, and was an officer in the Exempt Association of Paterson.', 'Currently not on view'], 'physicalDescription': ['leather (overall material)', 'overall: 9 1/4 in x 15 1/4 in; 23.495 cm x 38.735 cm'], 'place': ['United States: New York, New York City', 'United States: New Jersey']}","{'date': ['1870s'], 'object_type': ['Fire hats'], 'topic': ['Uniforms', 'Fire Helmets', 'Clothing and dress', 'Dress accessories', 'Firefighting Collection', 'Fire Fighting']}",Gift of CIGNA Museum and Art Collection,1870s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Uniforms
ld1-1643399134763-1643399189324-0,"Fire Helmet, ""N.Y. Volunteer Association""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05139', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05138', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05140', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05141', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05142', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05137']","{'creditLine': ['Gift of CIGNA Museum and Art collection'], 'date': ['1845'], 'name': ['Anderson & Jones', 'Anderson & Jones'], 'notes': ['The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.', 'This leather fire helmet was made by Anderson & Jones of New York, New York around 1845. The black helmet has an embossed ivy-vine design around the helmet’s brim. The helmet has 32 combs and a metal eagle frontpiece holder attached to its crown. The black leather frontpiece has a central image of a speaking trumpet topped by a fire helmet, with a variety of firefighting paraphernalia including hoses, hooks, and axes behind it. The frontpiece reads “N.Y./VOLUNTEER/ASSOCIATION/HKW” around the central image. On the rear underbrim is an inset that bears the text “Presented to/H.K. Woodruff by/ G.J.D. M.S.D.V./M.L. J.E.M./P.S.D.V.” This hat was presented to H.K. Woodruff, a volunteer firefight formerly of the Independent Hose Company No. 3, upon the organization of the New York Volunteer Firemen’s Association. The Firemen’s Association was organized in February of 1884 and was filled with ex-volunteer firemen who wished to keep the memory of volunteer firefighting alive after the creation of the paid fire department in New York.', 'Currently not on view'], 'physicalDescription': ['leather (overall material)', 'overall: 8 3/4 in x 15 1/8 in x 10 1/4 in; 22.225 cm x 38.4175 cm x 26.035 cm'], 'place': ['United States']}","{'date': ['1840s'], 'object_type': ['Fire hats'], 'topic': ['Fire Helmets', 'Clothing and dress', 'Dress accessories', 'Firefighting Collection', 'Fire Fighting']}",Gift of CIGNA Museum and Art collection,1840s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets
