id,title,recordLink,media,creditLine,date,notes,physicalDescription,object_type,topic
ld1-1643399134763-1643399189227-0,Diligent Fire Company / Veteran Fireman's Fire Hat,,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05205', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05206', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05207']",Gift of CIGNA Museum and Art Collection,1820s,"Beginning in the late 18th century, some volunteer fire fighters began to wear hats painted with their company’s name to identify themselves at chaotic fire scenes. During the 19th century, these fire hats became more ornate, as portraits of historical figures, patriotic scenes, allegorical images, or company icons were painted alongside the company’s name, motto, or founding date. Made of pressed felt, these “stove-pipe” hats were primarily used in Philadelphia, but other nearby cities such as Baltimore and Washington adopted them as well. Fire hats were personal items with the owner’s initials often painted on the top of the hat. While these hats were worn at fires, they are more colloquially known as “parade hats.” Fire companies commonly marched in the many parades of the period and these ornate hats contributed to the visual culture of their day. These distinguishing features in a company’s regalia often proclaimed the members’ cultural and political identity as well as their position on contested topics such as work, religion and immigration.",painted (overall production method/technique),Fire hats,"Pumpers, Hand"
ld1-1643399134763-1643399189159-0,Franklin Hose Company Fire Hat,,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05066', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05067', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05068']",Gift of CIGNA Museum and Art Collection,1860s,"Beginning in the late 18th century, some volunteer fire fighters began to wear hats painted with their company’s name to identify themselves at chaotic fire scenes. During the 19th century, these fire hats became more ornate, as portraits of historical figures, patriotic scenes, allegorical images, or company icons were painted alongside the company’s name, motto, or founding date. Made of pressed felt, these “stove-pipe” hats were primarily used in Philadelphia, but other nearby cities such as Baltimore and Washington adopted them as well. Fire hats were personal items with the owner’s initials often painted on the top of the hat. While these hats were worn at fires, they are more colloquially known as “parade hats.” Fire companies commonly marched in the many parades of the period and these ornate hats contributed to the visual culture of their day. These distinguishing features in a company’s regalia often proclaimed the members’ cultural and political identity as well as their position on contested topics such as work, religion and immigration.",painted (overall production method/technique),Fire hats,Art
ld1-1643399134763-1643399189145-0,Columbia Parade Hat,,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05040', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05041', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05042']",Gift of CIGNA Museum and Art Collection,1860s,"Beginning in the late 18th century, some volunteer fire fighters began to wear hats painted with their company’s name to identify themselves at chaotic fire scenes. During the 19th century, these fire hats became more ornate, as portraits of historical figures, patriotic scenes, allegorical images, or company icons were painted alongside the company’s name, motto, or founding date. Made of pressed felt, these “stove-pipe” hats were primarily used in Philadelphia, but other nearby cities such as Baltimore and Washington adopted them as well. Fire hats were personal items with the owner’s initials often painted on the top of the hat. While these hats were worn at fires, they are more colloquially known as “parade hats.” Fire companies commonly marched in the many parades of the period and these ornate hats contributed to the visual culture of their day. These distinguishing features in a company’s regalia often proclaimed the members’ cultural and political identity as well as their position on contested topics such as work, religion and immigration.",painted (overall production method/technique),Fire hats,Anchors
ld1-1643399134763-1643399189241-0,Fairmount Fire Hat,,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05233', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05234']",Gift of CIGNA Museum and Art Collection,1820s,"Beginning in the late 18th century, some volunteer fire fighters began to wear hats painted with their company’s name to identify themselves at chaotic fire scenes. During the 19th century, these fire hats became more ornate, as portraits of historical figures, patriotic scenes, allegorical images, or company icons were painted alongside the company’s name, motto, or founding date. Made of pressed felt, these “stove-pipe” hats were primarily used in Philadelphia, but other nearby cities such as Baltimore and Washington adopted them as well. Fire hats were personal items with the owner’s initials often painted on the top of the hat. While these hats were worn at fires, they are more colloquially known as “parade hats.” Fire companies commonly marched in the many parades of the period and these ornate hats contributed to the visual culture of their day. These distinguishing features in a company’s regalia often proclaimed the members’ cultural and political identity as well as their position on contested topics such as work, religion and immigration.","fabric, pressed felt (overall material)",Fire hats,Art
ld1-1643399134763-1643399189249-0,Good Intent Fire Hat,,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05247', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05248', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05249']",Gift of CIGNA Museum and Art Collection,1860s,"Beginning in the late 18th century, some volunteer fire fighters began to wear hats painted with their company’s name to identify themselves at chaotic fire scenes. During the 19th century, these fire hats became more ornate, as portraits of historical figures, patriotic scenes, allegorical images, or company icons were painted alongside the company’s name, motto, or founding date. Made of pressed felt, these “stove-pipe” hats were primarily used in Philadelphia, but other nearby cities such as Baltimore and Washington adopted them as well. Fire hats were personal items with the owner’s initials often painted on the top of the hat. While these hats were worn at fires, they are more colloquially known as “parade hats.” Fire companies commonly marched in the many parades of the period and these ornate hats contributed to the visual culture of their day. These distinguishing features in a company’s regalia often proclaimed the members’ cultural and political identity as well as their position on contested topics such as work, religion and immigration.",paint (overall material),Fire hats,Art
ld1-1643399134763-1643399189238-0,William Penn Hose Company Fire Hat,,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05228', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05229']",Gift of CIGNA Museum and Art Collection,1830s,"Beginning in the late 18th century, some volunteer fire fighters began to wear hats painted with their company’s name to identify themselves at chaotic fire scenes. During the 19th century, these fire hats became more ornate, as portraits of historical figures, patriotic scenes, allegorical images, or company icons were painted alongside the company’s name, motto, or founding date. Made of pressed felt, these “stove-pipe” hats were primarily used in Philadelphia, but other nearby cities such as Baltimore and Washington adopted them as well. Fire hats were personal items with the owner’s initials often painted on the top of the hat. While these hats were worn at fires, they are more colloquially known as “parade hats.” Fire companies commonly marched in the many parades of the period and these ornate hats contributed to the visual culture of their day. These distinguishing features in a company’s regalia often proclaimed the members’ cultural and political identity as well as their position on contested topics such as work, religion and immigration.","fabric, pressed felt (overall material)",Fire hats,Art
ld1-1643399134763-1643399189181-0,Hope Hose Company Fire Hat,,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05109', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05110']",Gift of CIGNA Museum and Art Collection,1860s,"Beginning in the late 18th century, some volunteer fire fighters began to wear hats painted with their company’s name to identify themselves at chaotic fire scenes. During the 19th century, these fire hats became more ornate, as portraits of historical figures, patriotic scenes, allegorical images, or company icons were painted alongside the company’s name, motto, or founding date. Made of pressed felt, these “stove-pipe” hats were primarily used in Philadelphia, but other nearby cities such as Baltimore and Washington adopted them as well. Fire hats were personal items with the owner’s initials often painted on the top of the hat. While these hats were worn at fires, they are more colloquially known as “parade hats.” Fire companies commonly marched in the many parades of the period and these ornate hats contributed to the visual culture of their day. These distinguishing features in a company’s regalia often proclaimed the members’ cultural and political identity as well as their position on contested topics such as work, religion and immigration.",painted (overall production method/technique),Fire hats,Art
ld1-1643399134763-1643399189216-0,Taylor Hose Company Fire Hat,,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05187', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05188', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05189']",Gift of CIGNA Museum and Art Collection,1860s,"Beginning in the late 18th century, some volunteer fire fighters began to wear hats painted with their company’s name to identify themselves at chaotic fire scenes. During the 19th century, these fire hats became more ornate, as portraits of historical figures, patriotic scenes, allegorical images, or company icons were painted alongside the company’s name, motto, or founding date. Made of pressed felt, these “stove-pipe” hats were primarily used in Philadelphia, but other nearby cities such as Baltimore and Washington adopted them as well. Fire hats were personal items with the owner’s initials often painted on the top of the hat. While these hats were worn at fires, they are more colloquially known as “parade hats.” Fire companies commonly marched in the many parades of the period and these ornate hats contributed to the visual culture of their day. These distinguishing features in a company’s regalia often proclaimed the members’ cultural and political identity as well as their position on contested topics such as work, religion and immigration.",painted (overall production method/technique),Fire hats,Art
ld1-1643399134763-1643399189208-0,Pennsylvania Fire Company Fire Hat,,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05167', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05168', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05169']",Gift of CIGNA Museum and Art Collection,1860s,"Beginning in the late 18th century, some volunteer fire fighters began to wear hats painted with their company’s name to identify themselves at chaotic fire scenes. During the 19th century, these fire hats became more ornate, as portraits of historical figures, patriotic scenes, allegorical images, or company icons were painted alongside the company’s name, motto, or founding date. Made of pressed felt, these “stove-pipe” hats were primarily used in Philadelphia, but other nearby cities such as Baltimore and Washington adopted them as well. Fire hats were personal items with the owner’s initials often painted on the top of the hat. While these hats were worn at fires, they are more colloquially known as “parade hats.” Fire companies commonly marched in the many parades of the period and these ornate hats contributed to the visual culture of their day. These distinguishing features in a company’s regalia often proclaimed the members’ cultural and political identity as well as their position on contested topics such as work, religion and immigration.","fabric, pressed felt (overall material)",Fire hats,Art
ld1-1643399134763-1643399189187-0,Hibernia Fire Company Fire Hat,,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05120', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05121', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05122']",Gift of CIGNA Museum and Art Collection,1860s,"Beginning in the late 18th century, some volunteer fire fighters began to wear hats painted with their company’s name to identify themselves at chaotic fire scenes. During the 19th century, these fire hats became more ornate, as portraits of historical figures, patriotic scenes, allegorical images, or company icons were painted alongside the company’s name, motto, or founding date. Made of pressed felt, these “stove-pipe” hats were primarily used in Philadelphia, but other nearby cities such as Baltimore and Washington adopted them as well. Fire hats were personal items with the owner’s initials often painted on the top of the hat. While these hats were worn at fires, they are more colloquially known as “parade hats.” Fire companies commonly marched in the many parades of the period and these ornate hats contributed to the visual culture of their day. These distinguishing features in a company’s regalia often proclaimed the members’ cultural and political identity as well as their position on contested topics such as work, religion and immigration.",painted (overall production method/technique),Fire hats,Art
ld1-1643399134763-1643399189176-0,Hand-in Hand Fire Company Fire Hat,,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05097', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05098', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05099']",Gift of CIGNA Museum and Art Collection,1860s,"Beginning in the late 18th century, some volunteer fire fighters began to wear hats painted with their company’s name to identify themselves at chaotic fire scenes. During the 19th century, these fire hats became more ornate, as portraits of historical figures, patriotic scenes, allegorical images, or company icons were painted alongside the company’s name, motto, or founding date. Made of pressed felt, these “stove-pipe” hats were primarily used in Philadelphia, but other nearby cities such as Baltimore and Washington adopted them as well. Fire hats were personal items with the owner’s initials often painted on the top of the hat. While these hats were worn at fires, they are more colloquially known as “parade hats.” Fire companies commonly marched in the many parades of the period and these ornate hats contributed to the visual culture of their day. These distinguishing features in a company’s regalia often proclaimed the members’ cultural and political identity as well as their position on contested topics such as work, religion and immigration.",painted (overall production method/technique),Fire hats,Hands
ld1-1643399134763-1643399189235-0,Western Fire Hat,,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05222', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05223']",Gift of CIGNA Museum and Art Collection,1840s,"This fire hat dates to the middle of the 19th century. The hat is painted red overall, with the front of the hat bearing the text “WESTERN / 1840” in gold. The back of the hat has the large initials “WEC” painted in gold. The owner’s initials “D.S.” are painted in gold on the crown of the hat. The Western Fire Engine Company No. 37 was founded on April 7th, 1840 in Philadelphia, Pennsylvania on the corner of 8th Street and Callowhill Street. The Western operated as a hand engine company and acquired a steam fire engine in 1865. It served as a steam fire engine company until 1871 when Philadelphia’s paid firefighting department was established.","fabric, pressed felt (overall material)",Fire hats,Art
ld1-1726224333315-1726224336214-0,Yellow pillbox hat with bow,https://nmaahc.si.edu/object/nmaahc_2007.3.427,"['https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_427_001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_427_002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_427_003', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_427_005']","Collection of the Smithsonian National Museum of African American History and Culture, Gift of the Black Fashion Museum founded by Lois K. Alexander-Lane",1960s,A yellow pillbox hat with a matching bow. The top of the crown is flat and circular. The hat is made from yellow velveteen set on the bias and has a buckram interfacing. There is an inverted yellow velvet bow hand sewn to the center front of the hat. There are seven rows of quilting stitches that run the length of the velveteen used to make the bow. The inside of the hat is lined with machine stitched cream silk taffeta. A yellow petersham rayon ribbon is machine stitched to the inner edge of the hat. There is a metal wire at the hat's inner seam hidden by the rayon ribbon. A label is adhered on the center back of the hat that reads [PARIS Gibbé Hat NEW YORK] in red script.,"silk velveteen, silk taffeta, buckram, petersham rayon ribbon, metal wire, and adhesive",Hats,Millinery
ld1-1643399134763-1643399189156-0,Fairmount Fire Company Fire Hat,,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05061', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05062']",Gift of CIGNA Museum and Art Collection,1860s,"Beginning in the late 18th century, some volunteer fire fighters began to wear hats painted with their company’s name to identify themselves at chaotic fire scenes. During the 19th century, these fire hats became more ornate, as portraits of historical figures, patriotic scenes, allegorical images, or company icons were painted alongside the company’s name, motto, or founding date. Made of pressed felt, these “stove-pipe” hats were primarily used in Philadelphia, but other nearby cities such as Baltimore and Washington adopted them as well. Fire hats were personal items with the owner’s initials often painted on the top of the hat. While these hats were worn at fires, they are more colloquially known as “parade hats.” Fire companies commonly marched in the many parades of the period and these ornate hats contributed to the visual culture of their day. These distinguishing features in a company’s regalia often proclaimed the members’ cultural and political identity as well as their position on contested topics such as work, religion and immigration.",painted (overall production method/technique),Fire hats,Art
ld1-1643399134763-1643399189195-0,Monroe Fire Company Fire Hat,,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05138', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05139']",Gift of CIGNA Museum and Art Collection,1860s,"This fire hat was used in Philadelphia, Pennsylvania during the first half of the 19th century. The hat is painted red overall, with a large illustration of a rising golden sun on the front of the hat. There is a black banner on the front with large golden letters that read “MONROE.” The back of the hat has the date “1823” painted in gold on the back of the hat between two patterned lines. The Monroe Fire Engine Company was established in Philadelphia, Pennsylvania on March 8th, 1823, and likely named after President James Monroe, who was in office at the time of its founding. The Monroe operated as a hand engine company until the company acquired a steam fire engine in 1863. It served as a steam fire engine company until 1871 when Philadelphia’s paid firefighting department was established.","fabric, pressed felt (overall material)",Fire hats,Art
ld1-1726224333315-1726224336218-1,Beige felt hat,https://nmaahc.si.edu/object/nmaahc_2007.3.440,"['https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_440_001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_440_002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_440_003', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_440_004', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_440_006']","Collection of the Smithsonian National Museum of African American History and Culture, Gift of the Black Fashion Museum founded by Lois K. Alexander-Lane",1960s,"A beige brushed wool felt hat. The hat is made of one piece of blocked wool felt. The crown of the hat fits closely to the head. The hat is brimless, the edges of the hat are tucked into the interior. Metal wire is whip stitched to the raw edge at the hat's interior. A rayon petersham ribbon is machine stitched to the edge of the hat at the interior. There is a printed label on the interior at the top of the crown that reads [MERRIMAC Merri-Soie], smaller text surrounding this is illegible.","wool felt, mohair, metal wire, and rayon petersham ribbon",Hats,Millinery
ld1-1726224333315-1726224336198-0,Black pillbox hat with veil and pom poms,https://nmaahc.si.edu/object/nmaahc_2007.3.402,"['https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_402_001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_402_002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_402_003']","Collection of the Smithsonian National Museum of African American History and Culture, Gift of the Black Fashion Museum founded by Lois K. Alexander-Lane",1950s,A black pillbox hat with a net veil and pom poms. The body of the hat is made of two separate pieces of black wool felt with the top of the crown stitched along the sides of the crown. Three circular black plastic buttons are sewn to the center front of the hat. Self-fabric fringe synthetic pom poms are attached to the proper left and right sides of the hat. Nylon net is tacked down to the top of the crown at the center back. The hat band at the back of the hat is made of metal wire encased in black wool felt. It is attached to the hat along the sides of the crown. The interior of the hat has black buckram and a petersham ribbon is machine and hand stitched along the inner circumference.,"wool felt, synthetic fiber, nylon net, buckram, petersham rayon ribbon, metal wire, and plastic",Hats,Millinery
ld1-1726224333315-1726224336213-0,Black pillbox hat with round interlocking panels,https://nmaahc.si.edu/object/nmaahc_2007.3.426,"['https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_426_001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_426_002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_426_003', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_426_005']","Collection of the Smithsonian National Museum of African American History and Culture, Gift of the Black Fashion Museum founded by Lois K. Alexander-Lane",1960s,"A black pillbox hat with abstracted round interlocking panels. The hat is made of a buckram understructure while the exterior is covered in a black silk velvet. The hat is made of three separate pieces of fabric for the top of the crown, sides of the crown, and the brim which are all machine stitched together. The brim folds upwards the proper left side of the hat and continues to the back of the hat. On the proper right side, the two ends of the brim curve upwards and interlock creating a structured abstract decorative element. The edges of the hat are bound with black petersham ribbon. The inside of the hat is lined with a silk synthetic taffeta. There is a black petersham ribbon sweatband sewn at the interior. Three stitches of white cotton thread form a star on the sweatband which marks the center front of the hat. A silk satin label is placed on the inside of the hat at the center back which reads [Macy’s Little Shop].","silk velvet, silk synthetic taffeta, buckram, and petersham ribbon",Hats,Millinery
ld1-1726224333315-1726224336206-1,Black derby hat with cream bow,https://nmaahc.si.edu/object/nmaahc_2007.3.415,"['https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_415_001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_415_002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_415_003', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_415_005']","Collection of the Smithsonian National Museum of African American History and Culture, Gift of the Black Fashion Museum founded by Lois K. Alexander-Lane",1960s,"A black derby hat with a cream hat band and bow. The black felt and velour hat has a rounded crown at the top and a short brim with rounded edges. The brim is folded up in the front. There is a black grosgrain ribbon hat band around the base of the crown. A cream-colored vinyl ribbon is placed at the center back of the hat. A piece of black ribbon is placed under the center knot of the bow. A metal wire is inserted around brim edge hidden by the inside fold. A black grosgrain ribbon is machine stitched at the hat's inner circumference. There is a stamp on the interior of the hat at the top of the crown. The stamp is white and blue and in the shape of a peach, the text reads [UNION MADE Peachbloom Velour MERRIMAC BODY MADE ON IMPORTED FUR UHC & MWIU].","fur felt, velour, vinyl, grosgrain ribbon, metal wire, and adhesive",Hats,Millinery
ld1-1643399625297-1643399692002-0,Abraham Lincoln's Top Hat,,['https://ids.si.edu/ids/deliveryService?id=NMAH-95-5528-000002'],,1900s,"At six feet four inches tall, Lincoln towered over most of his contemporaries. He chose to stand out even more by wearing high top hats. He acquired this hat from J. Y. Davis, a Washington hat maker. Lincoln had the black silk mourning band added in remembrance of his son Willie. No one knows when he obtained the hat, or how often he wore it. The last time he put it on was to go to Ford’s Theatre on April 14, 1865.",silk (overall material),Hats,Government
ld1-1643399134763-1643399189234-0,Washington Fire Company Parade Hat,,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05219', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05220', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05221', 'https://ids.si.edu/ids/deliveryService?id=NMAH-2007-15116']",Gift of CIGNA Museum and Art Collection,1860s,"Beginning in the late 18th century, some volunteer fire fighters began to wear hats painted with their company’s name to identify themselves at chaotic fire scenes. During the 19th century, these fire hats became more ornate, as portraits of historical figures, patriotic scenes, allegorical images, or company icons were painted alongside the company’s name, motto, or founding date. Made of pressed felt, these “stove-pipe” hats were primarily used in Philadelphia, but other nearby cities such as Baltimore and Washington adopted them as well. Fire hats were personal items with the owner’s initials often painted on the top of the hat. While these hats were worn at fires, they are more colloquially known as “parade hats.” Fire companies commonly marched in the many parades of the period and these ornate hats contributed to the visual culture of their day. These distinguishing features in a company’s regalia often proclaimed the members’ cultural and political identity as well as their position on contested topics such as work, religion and immigration.",painted (overall production method/technique),Fire hats,Art
ld1-1726224333315-1726224336203-0,Dark brown fur hat,https://nmaahc.si.edu/object/nmaahc_2007.3.410,"['https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_410_001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_410_002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_410_003']","Collection of the Smithsonian National Museum of African American History and Culture, Gift of the Black Fashion Museum founded by Lois K. Alexander-Lane",1960s,"A dark brown fur toque hat. The hat is made of two pieces of fur stitched together, one for the top of the crown and another for the side of the hat. A vertical seam is seen at the center back of the hat. The hat has a high flat crown with no brim. The interior of the hat is lined in black synthetic satin. Along the edge of the hat there is a doubled bias-cut strip of fabric and a black rayon petersham ribbon sewn to the interior at the edge of the crown.","fur, synthetic satin, and rayon petersham ribbon",Hats,Millinery
ld1-1643399134763-1643399189150-0,Diligent Hose Company Fire Hat,,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05049', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05050', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05051']",Gift of CIGNA Museum and Art Collection,1860s,"Beginning in the late 18th century, some volunteer fire fighters began to wear hats painted with their company’s name to identify themselves at chaotic fire scenes. During the 19th century, these fire hats became more ornate, as portraits of historical figures, patriotic scenes, allegorical images, or company icons were painted alongside the company’s name, motto, or founding date. Made of pressed felt, these “stove-pipe” hats were primarily used in Philadelphia, but other nearby cities such as Baltimore and Washington adopted them as well. Fire hats were personal items with the owner’s initials often painted on the top of the hat. While these hats were worn at fires, they are more colloquially known as “parade hats.” Fire companies commonly marched in the many parades of the period and these ornate hats contributed to the visual culture of their day. These distinguishing features in a company’s regalia often proclaimed the members’ cultural and political identity as well as their position on contested topics such as work, religion and immigration.",maroon (overall color),Fire hats,Art
ld1-1726224333315-1726224336202-0,Brown velvet hat with leaves and bow,https://nmaahc.si.edu/object/nmaahc_2007.3.408,"['https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_408_001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_408_002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_408_003']","Collection of the Smithsonian National Museum of African American History and Culture, Gift of the Black Fashion Museum founded by Lois K. Alexander-Lane",1920s,"A brown velvet hat with a bow and leaves. The exterior of the hat is made of brown silk velvet cut on the bias. The crown of the hat is rounded and loosely fitted to the head. At the sides of the crown the brown velvet is decoratively gathered and stitched. Decorative stitches in orange thread in swirling patterns are seen on the front, left, and right sides of the hat. Seven appliqued leaves applied to the brim are made of silk and silk velvet with gold metallic thread. The backside of the leaves are covered with cotton fabric. An appliqued bow made of dark yellow silk grosgrain ribbon is stitched to the center back of the hat with metallic thread. The brim of the hat is longer at the sides and tapers inwards at the center front and back. Wire is applied to the edge of the brim. The hat is lined with brown silk on the bias and cording is placed at the interior where the crown of the hat meets the brim.","silk velvet, silk, cotton, metallic thread, cord, silk grosgrain ribbon, and metal wire",Hats,Millinery
ld1-1726224333315-1726224336200-0,Cream wool top hat,https://nmaahc.si.edu/object/nmaahc_2007.3.405,"['https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_405_002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_405_001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_405_003', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_405_005', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_405_006']","Collection of the Smithsonian National Museum of African American History and Culture, Gift of the Black Fashion Museum founded by Lois K. Alexander-Lane",1980s,"A cream wool felt top hat with cream silk ribbon trim. The crown of the hat is flat and slightly indented at the center. A white silk grosgrain ribbon hat band encircles the base of the crown. It is attached with hand stitches and has a decorative bow on the proper left side. The hat’s brim is upturned at the edges, slightly more on the proper right and left sides. White grosgrain ribbon binding is added to the edge of the brim with machine stitching. On the inside of the hat a black vinyl band is machine stitched around the inner circumference. At the center back of the hat there is a paper label that reads [MEDIUM WPL 4384 Made in U.S.A. 100% wool] in black ink. At the top of the crown there is a stamped label that reads [MADE IN U.S.A. MICROFELT QUALITY].","wool felt, silk, synthetic fiber, and vinyl",Hats,Millinery
ld1-1643399134763-1643399189201-0,Northern Liberty Hose Company Fire Hat,,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05152', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05153', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05154']",Gift of CIGNA Museum and Art Collection,1860s,"Beginning in the late 18th century, some volunteer fire fighters began to wear hats painted with their company’s name to identify themselves at chaotic fire scenes. During the 19th century, these fire hats became more ornate, as portraits of historical figures, patriotic scenes, allegorical images, or company icons were painted alongside the company’s name, motto, or founding date. Made of pressed felt, these “stove-pipe” hats were primarily used in Philadelphia, but other nearby cities such as Baltimore and Washington adopted them as well. Fire hats were personal items with the owner’s initials often painted on the top of the hat. While these hats were worn at fires, they are more colloquially known as “parade hats.” Fire companies commonly marched in the many parades of the period and these ornate hats contributed to the visual culture of their day. These distinguishing features in a company’s regalia often proclaimed the members’ cultural and political identity as well as their position on contested topics such as work, religion and immigration.",pressed felt (overall material),Fire hats,Art
ld1-1726224333315-1726224336218-0,Pink hat with feathers and rhinestones,https://nmaahc.si.edu/object/nmaahc_2007.3.439,"['https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_439_001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_439_002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_439_003', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_439_004', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_439_005', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_439_006']","Collection of the Smithsonian National Museum of African American History and Culture, Gift of the Black Fashion Museum founded by Lois K. Alexander-Lane",1960s,A pale pink hat with feathers and rhinestones. The hat is made of one piece of blocked wool felt. The hat fits closely to the head and has no brim. The construction of the hat is asymmetrical as there is a crease on the proper left side of the hat. Pink feathers decorate the front of the hat at the proper right side. These feathers are adhered and stitched to brushed flannel that is hand stitched to the hat. There are six rhinestones interspersed amongst the feathers attached with adhesive. The inside of the hat is unlined. The edge of the hat is folded to the interior and secured with a machine stitched wide black grosgrain ribbon sweat band. There is a label on the center back of the hat along the interior grosgrain ribbon that reads [Pinehurst NEW YORK].,"wool felt, flannel, feathers, plastic rhinestones, grosgrain ribbon, metal, and adhesive",Hats,Millinery
