id,title,recordLink,media,creditLine,date,notes,physicalDescription,object_type,topic,processed_text,merged_text,cluster_num,cluster_score
ld1-1643399134763-1643399189407-0,"Fire Helmet, ""Cheif Engineer C.F.D.""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05463', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05462', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05464', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05465', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05461']",Gift of CIGNA Museum and Art Collection,1880s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets,traditional american leather firefighter helmet distinctive long rear brim frontpiece crest adornment first developed around new york city henry gratacap new york city luggage maker trade often credited developer style fire helmet gratacap created specially treated leather helmet segmented comb design led unparalleled durability strength elongated rear brim also known duckbill beavertail frontpiece 19th century innovations remain identifiable feature firefighter helmets body helmet primarily designed deflect falling debris rear brim prevented water running firefighters backs sturdy crowns could aid necessary breaking windows,"Fire Helmet, ""Cheif Engineer C.F.D."" The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows. leather (overall material) Fire hats Fire Helmets",1,0.27
ld1-1645695008349-1645695024347-0,U.S. Army forage cap,https://nmaahc.si.edu/object/nmaahc_2019.99.1,"['https://ids.si.edu/ids/deliveryService?id=NMAAHC-2019_99_1_001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2019_99_1_002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2019_99_1_003', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2019_99_1_004', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2019_99_1_005', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2019_99_1_006', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2019_99_1_007']",Collection of the Smithsonian National Museum of African American History and Culture,1860s,"A U.S. Model 1858 Forage Cap. The crown of the cap is made from dark blue wool broadcloth with two (2) vent holes on each side. The top of the crown has a brass infantry bugle insignia with the letter “K” inside it. The top of the crown also a white and blue Army of the Potomac 2nd Corps, 3rd Division badge sewn at center. It is lined with black cotton and has an interior hat band of brown leather. The bill is made from paperboard covered in black leather on the top and bottom sides. A black leather chin strap is attached above the bill from left to right, with one (1) gilt brass US military eagle insignia button at each end of the strap. A gilt brass buckle is attached to the middle of the strap.","felt, leather, metal, cloth",forage caps,"U.S. History, Civil War, 1861-1865",model 1858 forage cap crown cap made dark blue wool broadcloth two 2 vent holes side top crown brass infantry bugle insignia letter k inside top crown also white blue army potomac 2nd corps 3rd division badge sewn center lined black cotton interior hat band brown leather bill made paperboard covered black leather top bottom sides black leather chin strap attached bill left right one 1 gilt brass us military eagle insignia button end strap gilt brass buckle attached middle strap,"U.S. Army forage cap A U.S. Model 1858 Forage Cap. The crown of the cap is made from dark blue wool broadcloth with two (2) vent holes on each side. The top of the crown has a brass infantry bugle insignia with the letter “K” inside it. The top of the crown also a white and blue Army of the Potomac 2nd Corps, 3rd Division badge sewn at center. It is lined with black cotton and has an interior hat band of brown leather. The bill is made from paperboard covered in black leather on the top and bottom sides. A black leather chin strap is attached above the bill from left to right, with one (1) gilt brass US military eagle insignia button at each end of the strap. A gilt brass buckle is attached to the middle of the strap. felt, leather, metal, cloth forage caps U.S. History, Civil War, 1861-1865",3,0.96
ld1-1643399134763-1643399189303-0,"Fire Helmet, ""CHIEF D.I.T.""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05061', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05060', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05062', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05063', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05059', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05064', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05065']",Gift of CIGNA Museum and Art Collection,1860s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets,traditional american leather firefighter helmet distinctive long rear brim frontpiece crest adornment first developed around new york city henry gratacap new york city luggage maker trade often credited developer style fire helmet gratacap created specially treated leather helmet segmented comb design led unparalleled durability strength elongated rear brim also known duckbill beavertail frontpiece 19th century innovations remain identifiable feature firefighter helmets body helmet primarily designed deflect falling debris rear brim prevented water running firefighters backs sturdy crowns could aid necessary breaking windows,"Fire Helmet, ""CHIEF D.I.T."" The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows. leather (overall material) Fire hats Fire Helmets",1,0.17
ld1-1643399134763-1643399189354-0,"Fire Helmet, ""Reading Hose 1""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05253', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05252', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05254', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05255', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05256', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05251']",Gift of CIGNA Museum and Art Collection,1900s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets,traditional american leather firefighter helmet distinctive long rear brim frontpiece crest adornment first developed around new york city henry gratacap new york city luggage maker trade often credited developer style fire helmet gratacap created specially treated leather helmet segmented comb design led unparalleled durability strength elongated rear brim also known duckbill beavertail frontpiece 19th century innovations remain identifiable feature firefighter helmets body helmet primarily designed deflect falling debris rear brim prevented water running firefighters backs sturdy crowns could aid necessary breaking windows,"Fire Helmet, ""Reading Hose 1"" The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows. leather (overall material) Fire hats Fire Helmets",1,0.22
ld1-1643399134763-1643399189404-0,"Fire Helmet, ""Friendship / 15 / 1796""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05452', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05451', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05453', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05454', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05455', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05450', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05456']",Gift of CIGNA Museum and Art Collection,1900s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets,traditional american leather firefighter helmet distinctive long rear brim frontpiece crest adornment first developed around new york city henry gratacap new york city luggage maker trade often credited developer style fire helmet gratacap created specially treated leather helmet segmented comb design led unparalleled durability strength elongated rear brim also known duckbill beavertail frontpiece 19th century innovations remain identifiable feature firefighter helmets body helmet primarily designed deflect falling debris rear brim prevented water running firefighters backs sturdy crowns could aid necessary breaking windows,"Fire Helmet, ""Friendship / 15 / 1796"" The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows. leather (overall material) Fire hats Fire Helmets",1,0.33
ld1-1643399134763-1643399189326-0,"Fire Helmet, ""Harmony 6 Fire Co.""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05145', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05144', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05146', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05147', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05143']",Gift of CIGNA Museum and Art collection,1850s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets,traditional american leather firefighter helmet distinctive long rear brim frontpiece crest adornment first developed around new york city henry gratacap new york city luggage maker trade often credited developer style fire helmet gratacap created specially treated leather helmet segmented comb design led unparalleled durability strength elongated rear brim also known duckbill beavertail frontpiece 19th century innovations remain identifiable feature firefighter helmets body helmet primarily designed deflect falling debris rear brim prevented water running firefighters backs sturdy crowns could aid necessary breaking windows,"Fire Helmet, ""Harmony 6 Fire Co."" The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows. leather (overall material) Fire hats Fire Helmets",1,0.21
ld1-1643399134763-1643399189338-0,"Fire Helmet, ""Mitchell IV Fire Co.""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05188', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05187', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05189', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05190', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05191', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05186']",Gift of CIGNA Museum and Art Collection,1820s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets,traditional american leather firefighter helmet distinctive long rear brim frontpiece crest adornment first developed around new york city henry gratacap new york city luggage maker trade often credited developer style fire helmet gratacap created specially treated leather helmet segmented comb design led unparalleled durability strength elongated rear brim also known duckbill beavertail frontpiece 19th century innovations remain identifiable feature firefighter helmets body helmet primarily designed deflect falling debris rear brim prevented water running firefighters backs sturdy crowns could aid necessary breaking windows,"Fire Helmet, ""Mitchell IV Fire Co."" The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows. leather (overall material) Fire hats Fire Helmets",1,0.31
ld1-1643399134763-1643399189367-0,"Fire Helmet, ""Veteran / Philadelphia""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05300', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05299', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05301', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05302', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05303', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05298']",Gift of CIGNA Museum and Art Collection,1900s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets,traditional american leather firefighter helmet distinctive long rear brim frontpiece crest adornment first developed around new york city henry gratacap new york city luggage maker trade often credited developer style fire helmet gratacap created specially treated leather helmet segmented comb design led unparalleled durability strength elongated rear brim also known duckbill beavertail frontpiece 19th century innovations remain identifiable feature firefighter helmets body helmet primarily designed deflect falling debris rear brim prevented water running firefighters backs sturdy crowns could aid necessary breaking windows,"Fire Helmet, ""Veteran / Philadelphia"" The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows. leather (overall material) Fire hats Fire Helmets",1,0.22
ld1-1643399134763-1643399189346-0,"Fire Helmet, ""Veteran / Philadelphia""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05220', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05219', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05221', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05222', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05223', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05218']",Gift of CIGNA Museum and Art Collection,1900s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets,traditional american leather firefighter helmet distinctive long rear brim frontpiece crest adornment first developed around new york city henry gratacap new york city luggage maker trade often credited developer style fire helmet gratacap created specially treated leather helmet segmented comb design led unparalleled durability strength elongated rear brim also known duckbill beavertail frontpiece 19th century innovations remain identifiable feature firefighter helmets body helmet primarily designed deflect falling debris rear brim prevented water running firefighters backs sturdy crowns could aid necessary breaking windows,"Fire Helmet, ""Veteran / Philadelphia"" The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows. leather (overall material) Fire hats Fire Helmets",1,0.22
ld1-1643398738600-1643398746720-0,Uniform cap owned by Pullman Porter Robert Thomas,https://nmaahc.si.edu/object/nmaahc_2012.75.1.1,"['https://ids.si.edu/ids/deliveryService?id=NMAAHC-70E76A5A981A2_4002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-70E76A5A981A2_4001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-70E76A5A981A2_4003', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-70E76A5A981A2_4004', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-70E76A5A981A2_4005', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-70E76A5A981A2_4006', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-70E76A5A981A2_4007', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-70E76A5A981A2_5001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-70E76A5A981A2_5002']","Collection of the Smithsonian National Museum of African American History and Culture, Gift of Descendants of Robert and Georgia Thomas, Pulaski, Tenn",1910s,"A Pullman Porter uniform cap owned by Robert Jackson Thomas. The cap has a stiff, black crown and a black plastic visor. Metal buttons are on both sides of the cap where the visor meets the crown. The buttons are silver colored with the word “PULLMAN” on it. An off white corded strap connects both buttons and rests on the visor. A tarnished silver colored plate at the front of the cap has black lettering that reads “PULLMAN / PORTER.” Four black metal grommets are found in the top of the hat. The interior liner is a strip of brown leather sutured together at the seam.","cloth, leather, metal, paper",Caps (headgear),Labor unions,pullman porter uniform cap owned robert jackson thomas cap stiff black crown black plastic visor metal buttons sides cap visor meets crown buttons silver colored word pullman white corded strap connects buttons rests visor tarnished silver colored plate front cap black lettering reads pullman four black metal grommets found top hat interior liner strip brown leather sutured together seam,"Uniform cap owned by Pullman Porter Robert Thomas A Pullman Porter uniform cap owned by Robert Jackson Thomas. The cap has a stiff, black crown and a black plastic visor. Metal buttons are on both sides of the cap where the visor meets the crown. The buttons are silver colored with the word “PULLMAN” on it. An off white corded strap connects both buttons and rests on the visor. A tarnished silver colored plate at the front of the cap has black lettering that reads “PULLMAN / PORTER.” Four black metal grommets are found in the top of the hat. The interior liner is a strip of brown leather sutured together at the seam. cloth, leather, metal, paper Caps (headgear) Labor unions",3,0.97
ld1-1645695008349-1645695024350-0,U.S. Army forage cap,https://nmaahc.si.edu/object/nmaahc_2019.99.2,"['https://ids.si.edu/ids/deliveryService?id=NMAAHC-2019_99_2_001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2019_99_2_002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2019_99_2_003', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2019_99_2_004', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2019_99_2_005', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2019_99_2_006', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2019_99_2_007', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2019_99_2_008']",Collection of the Smithsonian National Museum of African American History and Culture,1860s,"A U.S. Model 1858 Forage Cap. The crown of the cap is made from dark blue wool broadcloth with two (2) vent holes on each side. The top of the crown has two crossed brass canons with the number “4” in front of them. It has a cotton liner with a maker’s label attached to the crown that reads ""M. & G. / No. 6 / N.Y."" It has an interior hat band of brown leather. The bill is made from paperboard covered in black leather on the top and bottom sides. A black leather chin strap is attached above the bill from left to right, with one (1) gilt brass US military eagle insignia button at each end of the strap. A gilt brass buckle is attached to the middle of the strap.","cloth with felt, leather and metal",forage caps,"U.S. History, Civil War, 1861-1865",model 1858 forage cap crown cap made dark blue wool broadcloth two 2 vent holes side top crown two crossed brass canons number 4 front cotton liner maker label attached crown reads 6 interior hat band brown leather bill made paperboard covered black leather top bottom sides black leather chin strap attached bill left right one 1 gilt brass us military eagle insignia button end strap gilt brass buckle attached middle strap,"U.S. Army forage cap A U.S. Model 1858 Forage Cap. The crown of the cap is made from dark blue wool broadcloth with two (2) vent holes on each side. The top of the crown has two crossed brass canons with the number “4” in front of them. It has a cotton liner with a maker’s label attached to the crown that reads ""M. & G. / No. 6 / N.Y."" It has an interior hat band of brown leather. The bill is made from paperboard covered in black leather on the top and bottom sides. A black leather chin strap is attached above the bill from left to right, with one (1) gilt brass US military eagle insignia button at each end of the strap. A gilt brass buckle is attached to the middle of the strap. cloth with felt, leather and metal forage caps U.S. History, Civil War, 1861-1865",3,0.96
ld1-1643399134763-1643399189293-0,"Fire Helmet, ""Asst. Chief Engineer F. W. K.""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05010', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05011', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05012', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05013', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05014', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05015', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05016', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05009']",Gift of CIGNA Museum and Art Collection,1880s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets,traditional american leather firefighter helmet distinctive long rear brim frontpiece crest adornment first developed around new york city henry gratacap new york city luggage maker trade often credited developer style fire helmet gratacap created specially treated leather helmet segmented comb design led unparalleled durability strength elongated rear brim also known duckbill beavertail frontpiece 19th century innovations remain identifiable feature firefighter helmets body helmet primarily designed deflect falling debris rear brim prevented water running firefighters backs sturdy crowns could aid necessary breaking windows,"Fire Helmet, ""Asst. Chief Engineer F. W. K."" The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows. leather (overall material) Fire hats Fire Helmets",1,0.29
